filename.d1.d2,A/C CLUTCH,A/C SWITCH,AF FB CMD,AF FB CMD B2,AF SENSOR,AF SENSOR B1,AF SENSOR B2,ALTERNATOR,BARO SENSOR,BATTERY,BRAKE SWITCH,CMP CTRL,CMP CTRL CMD,DRIVING STATUS,ECT SENSOR,ECT SENSOR 2,EGR COMMAND,EGR LIFT,ELD,ENGINE SPEED,EVAP CVS VALVE,EVAP PC DUTY,F INJECTOR,FSS,FSS-B1,FSS-B2,FTP SENSOR,FUEL CUT,FUEL LEVEL,HO2S B1 S2,HO2S B2 S2,HO2S S2,IAT SENSOR,IDLE TARGET TH,IDLING,IG1 LEVEL,IMA MOTOR TORQUE,IMRC VALVE CMD,KCREND,KNOCK CTRL,KNOCK CTRL EGR,KNOCK RETARD,LT FUEL TRIM,LT FUEL TRIM B1,LT FUEL TRIM B2,MAP SENSOR,MISFIRE,PNP SWITCH,PSP SWITCH,PULSER F/B LEARN,REL TP SENSOR,ROCKER ARM OIL CONTROL SOL1,ROCKER ARM OIL CONTROL SOL2,ROCKER ARM OIL PRESSURE SWITCH,SPARK ADVANCE,ST FUEL TRIM,ST FUEL TRIM B1,ST FUEL TRIM B2,TARGET TH VLV,TIME,TP SENSOR,VEHICLE SPEED,VTEC PRES SW,VTEC SOL
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.8,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,0.0d0,0.0d0,6.11d0,1228.0d0,0,16.0d0,1.77d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.82d0,64.4d0,1.5d0,1,1,-0.54d0,0,1,1.24d0,1.15d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.63d0,3.0d0,0,1,1,1.5699999999999998d0,0,0,1,10.0d0,0.83d0,0.97278535d0,0.9796831d0,1.5d0,-13.2d0,0.65d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.9,0,0,14.491035d0,14.545505d0,-0.04d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,0.0d0,0.0d0,6.11d0,1223.0d0,0,16.0d0,1.77d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,64.4d0,1.5d0,1,1,-0.5d0,0,1,1.24d0,1.15d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.65d0,3.0d0,0,1,1,1.5699999999999998d0,0,0,1,10.0d0,0.83d0,0.97278535d0,0.9796831d0,1.5d0,-13.0d0,0.65d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.10,0,0,14.491035d0,14.545505d0,-0.06d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.7d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,0.0d0,0.0d0,6.9d0,1226.0d0,0,16.0d0,1.77d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,64.4d0,1.5d0,0,1,-0.46d0,0,1,1.24d0,1.15d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.65d0,3.0d0,0,1,1,1.5699999999999998d0,0,0,1,10.0d0,0.83d0,0.97278535d0,0.9796831d0,1.5d0,-12.8d0,0.65d0,41.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.11,0,0,14.491035d0,14.545505d0,-0.08d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.7d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,0.0d0,0.0d0,6.9d0,1216.0d0,0,16.0d0,1.77d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,64.4d0,1.5d0,0,1,-0.64d0,0,1,1.24d0,1.15d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.65d0,3.0d0,0,1,1,1.5699999999999998d0,0,0,1,11.0d0,0.85d0,0.97278535d0,0.9796831d0,3.5d0,-12.6d0,0.67d0,41.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.12,0,0,14.491035d0,14.545505d0,-0.1d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.7d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,0.0d0,0.0d0,6.9d0,1240.0d0,0,15.0d0,3.1d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,64.4d0,1.5d0,0,1,-0.78d0,0,1,1.24d0,1.15d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.98d0,3.0d0,0,1,1,8.23d0,0,0,1,7.5d0,0.87d0,0.97278535d0,0.9796831d0,8.6d0,-12.4d0,0.9d0,41.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.13,0,0,14.491035d0,14.545505d0,-0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.7d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,12.0d0,0.0d0,6.9d0,1234.0d0,0,14.0d0,5.12d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.18d0,64.4d0,1.5d0,0,1,4.76d0,0,1,1.24d0,1.15d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,1.43d0,3.0d0,0,1,1,10.19d0,0,0,1,13.5d0,0.9d0,0.97278535d0,0.9796831d0,9.3d0,-12.2d0,0.98d0,41.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.14,0,0,14.491035d0,14.545505d0,-0.21d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.7d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,24.0d0,19.0d0,6.9d0,1338.0d0,0,14.0d0,6.61d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.04d0,64.4d0,1.6d0,0,1,9.7d0,0,1,1.24d0,1.15d0,4.0d0,0.99d0,0.95316535d0,0.95898604d0,1.92d0,3.0d0,0,1,1,11.76d0,0,0,1,13.5d0,0.94d0,0.97278535d0,0.9796831d0,11.1d0,-12.0d0,1.02d0,41.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.0.15,0,0,14.491035d0,14.545505d0,-0.08d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,43.0d0,36.0d0,6.51d0,1431.0d0,0,16.0d0,7.66d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.08d0,64.4d0,1.7d0,0,1,12.16d0,0,1,1.24d0,1.18d0,13.0d0,0.99d0,0.95316535d0,0.95898604d0,2.29d0,3.0d0,0,1,1,13.72d0,0,0,1,10.5d0,0.98d0,0.97278535d0,0.9796831d0,12.6d0,-11.8d0,1.1d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.0,0,0,14.491035d0,14.545505d0,-0.07d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,61.0d0,55.0d0,6.51d0,1523.0d0,0,19.0d0,8.16d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.06d0,64.4d0,1.9d0,0,1,12.94d0,0,1,1.24d0,1.18d0,13.5d0,0.99d0,0.95316535d0,0.95898604d0,2.4699999999999998d0,3.0d0,0,1,1,14.51d0,0,0,1,7.5d0,1.0d0,0.97278535d0,0.9796831d0,13.2d0,-11.6d0,1.12d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.1,0,0,14.491035d0,14.545505d0,-0.05d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,66.0d0,64.0d0,6.51d0,1579.0d0,0,20.0d0,8.66d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.08d0,64.4d0,1.9d0,0,1,12.78d0,0,1,1.24d0,1.18d0,13.5d0,0.99d0,0.95316535d0,0.95898604d0,2.51d0,3.0d0,0,1,1,14.51d0,0,0,1,6.5d0,1.04d0,0.97278535d0,0.9796831d0,13.3d0,-11.4d0,1.12d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.2,0,0,14.491035d0,14.545505d0,0.03d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,68.0d0,67.0d0,6.51d0,1632.0d0,0,46.0d0,8.64d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.65d0,64.4d0,2.0d0,0,1,12.44d0,0,1,1.24d0,1.18d0,13.5d0,0.99d0,0.95316535d0,0.95898604d0,2.49d0,3.0d0,0,1,1,14.9d0,0,0,1,7.0d0,1.04d0,0.97278535d0,0.9796831d0,13.7d0,-11.2d0,1.1400000000000001d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.3,0,0,14.491035d0,14.545505d0,0.08d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,66.0d0,65.0d0,6.51d0,1683.0d0,0,65.0d0,8.35d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,64.4d0,2.0d0,0,1,12.12d0,0,1,1.24d0,1.18d0,13.5d0,0.99d0,0.95316535d0,0.95898604d0,2.51d0,3.0d0,0,1,1,15.29d0,0,0,1,6.0d0,1.03d0,0.97278535d0,0.9796831d0,13.9d0,-11.0d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.4,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,65.0d0,66.0d0,7.6899999999999995d0,1701.0d0,0,82.0d0,8.04d0,2,2,2,2.41d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.22d0,64.4d0,2.1d0,0,1,11.24d0,0,1,1.24d0,1.22d0,13.5d0,0.99d0,0.95316535d0,0.95898604d0,2.43d0,3.0d0,0,1,1,11.76d0,0,0,1,8.0d0,1.03d0,0.97278535d0,0.9796831d0,10.0d0,-10.8d0,1.02d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.5,0,0,14.491035d0,14.545505d0,0.01d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,42.0d0,52.0d0,7.6899999999999995d0,1632.0d0,0,78.0d0,5.96d0,2,2,2,2.41d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,64.4d0,2.0d0,0,1,3.2800000000000002d0,0,1,1.24d0,1.22d0,10.0d0,0.99d0,0.95316535d0,0.95898604d0,2.14d0,3.0d0,0,1,1,5.49d0,0,0,1,21.5d0,1.02d0,0.97278535d0,0.9796831d0,4.6d0,-10.6d0,0.8d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.6,0,0,14.491035d0,14.545505d0,0.1d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,24.0d0,29.0d0,7.6899999999999995d0,1530.0d0,0,70.0d0,4.44d0,2,2,2,2.41d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,64.4d0,1.9d0,0,1,-0.64d0,0,1,1.24d0,1.22d0,1.5d0,0.99d0,0.95316535d0,0.95898604d0,1.78d0,3.0d0,0,1,1,3.5300000000000002d0,0,0,1,33.5d0,1.01d0,0.97278535d0,0.9796831d0,3.4d0,-10.4d0,0.73d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.7,0,0,14.491035d0,14.545505d0,0.06d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,17.0d0,18.0d0,7.6899999999999995d0,1432.0d0,0,67.0d0,3.67d0,2,2,2,2.41d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.76d0,64.4d0,1.7d0,0,1,-2.2d0,0,1,1.24d0,1.22d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,1.5699999999999998d0,3.0d0,0,1,1,3.14d0,0,0,1,37.5d0,1.01d0,0.97278535d0,0.9796831d0,3.2d0,-10.2d0,0.73d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.8,0,0,14.491035d0,14.545505d0,-0.04d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,14.0d0,14.0d0,7.6899999999999995d0,1355.0d0,0,53.0d0,3.37d0,2,2,2,2.41d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.37d0,64.4d0,1.7d0,0,1,-2.82d0,0,1,1.24d0,1.22d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,1.43d0,3.0d0,0,1,1,3.14d0,0,0,1,37.5d0,1.01d0,0.97278535d0,0.9796831d0,3.2d0,-10.0d0,0.73d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.9,0,0,14.491035d0,14.545505d0,-0.15d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,12.0d0,13.0d0,8.87d0,1299.0d0,0,45.0d0,3.5300000000000002d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.04d0,64.4d0,1.6d0,0,1,-3.04d0,0,1,1.24d0,1.22d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,1.37d0,3.0d0,0,1,1,3.5300000000000002d0,0,0,1,37.5d0,1.05d0,0.97278535d0,0.9796831d0,3.3d0,-9.8d0,0.73d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.10,0,0,14.491035d0,14.545505d0,-0.16d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,14.0d0,15.0d0,8.87d0,1261.0d0,0,43.0d0,4.44d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.04d0,64.4d0,1.5d0,0,1,-3.06d0,0,1,1.24d0,1.22d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,1.49d0,3.0d0,0,1,1,8.23d0,0,0,1,28.0d0,1.11d0,0.97278535d0,0.9796831d0,8.8d0,-9.6d0,0.9d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.11,0,0,14.491035d0,14.545505d0,-0.12d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,25.0d0,21.0d0,8.87d0,1287.0d0,0,44.0d0,6.72d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.04d0,64.4d0,1.6d0,0,1,3.7199999999999998d0,0,1,1.24d0,1.22d0,6.0d0,0.99d0,0.95316535d0,0.95898604d0,1.96d0,3.0d0,0,1,1,11.37d0,0,0,1,16.5d0,1.15d0,0.97278535d0,0.9796831d0,10.4d0,-9.4d0,1.02d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.12,0,0,14.491035d0,14.545505d0,-0.05d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,41.0d0,36.0d0,8.87d0,1382.0d0,0,60.0d0,8.69d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.1d0,64.4d0,1.7d0,0,1,9.18d0,0,1,1.24d0,1.22d0,14.0d0,0.99d0,0.95316535d0,0.95898604d0,2.29d0,3.0d0,0,1,1,12.94d0,0,0,1,11.0d0,1.19d0,0.97278535d0,0.9796831d0,11.9d0,-9.2d0,1.06d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.13,0,0,14.491035d0,14.545505d0,0.14d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,60.0d0,54.0d0,8.87d0,1491.0d0,0,78.0d0,8.88d0,2,2,2,2.45d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.82d0,64.4d0,1.8d0,0,1,11.48d0,0,1,1.24d0,1.22d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.49d0,3.0d0,0,1,1,14.51d0,0,0,1,6.5d0,1.17d0,0.97278535d0,0.9796831d0,13.1d0,-9.0d0,1.12d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.14,0,0,14.491035d0,14.545505d0,0.23d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,61.0d0,60.0d0,6.9d0,1554.0d0,0,89.0d0,8.99d0,2,2,2,2.31d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.84d0,62.6d0,1.9d0,0,1,12.18d0,0,1,1.24d0,1.25d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.5300000000000002d0,3.0d0,0,1,1,14.51d0,0,0,1,3.5d0,1.13d0,0.97278535d0,0.9796831d0,13.3d0,-8.8d0,1.12d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.1.15,0,0,14.491035d0,14.545505d0,0.2d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,62.0d0,63.0d0,6.9d0,1613.0d0,0,88.0d0,8.63d0,2,2,2,2.31d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.82d0,62.6d0,2.0d0,0,1,12.16d0,0,1,1.24d0,1.25d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.55d0,3.0d0,0,1,1,14.9d0,0,0,1,3.5d0,1.08d0,0.97278535d0,0.9796831d0,13.5d0,-8.6d0,1.1400000000000001d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.0,0,0,14.491035d0,14.545505d0,0.11d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,65.0d0,64.0d0,6.9d0,1661.0d0,0,93.0d0,8.44d0,2,2,2,2.31d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.8d0,62.6d0,2.0d0,0,1,11.96d0,0,1,1.24d0,1.25d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.5300000000000002d0,3.0d0,0,1,1,14.9d0,0,0,1,4.0d0,1.05d0,0.97278535d0,0.9796831d0,13.7d0,-8.4d0,1.1400000000000001d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.1,0,0,14.491035d0,14.545505d0,0.04d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,65.0d0,64.0d0,6.9d0,1696.0d0,0,100.0d0,8.34d0,2,2,2,2.31d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,62.6d0,2.1d0,0,1,11.7d0,0,1,1.24d0,1.25d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.5300000000000002d0,3.0d0,0,1,1,15.29d0,0,0,1,4.5d0,1.04d0,0.97278535d0,0.9796831d0,13.9d0,-8.2d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.2,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,65.0d0,66.0d0,6.9d0,1713.0d0,0,100.0d0,8.37d0,2,2,2,2.31d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.73d0,62.6d0,2.1d0,0,1,11.44d0,0,1,1.24d0,1.25d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.51d0,3.0d0,0,1,1,15.29d0,0,0,1,4.0d0,1.03d0,0.97278535d0,0.9796831d0,14.0d0,-8.0d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.3,0,0,14.491035d0,14.545505d0,-0.02d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,67.0d0,69.0d0,5.72d0,1744.0d0,0,100.0d0,8.62d0,2,2,2,2.27d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.14d0,62.6d0,2.1d0,0,1,11.24d0,0,1,1.24d0,1.29d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.5300000000000002d0,3.0d0,0,1,1,15.68d0,0,0,1,5.0d0,1.04d0,0.97278535d0,0.9796831d0,14.1d0,-7.8d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.4,0,0,14.491035d0,14.545505d0,0.01d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,67.0d0,66.0d0,5.72d0,1768.0d0,0,100.0d0,8.63d0,2,2,2,2.27d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.71d0,62.6d0,2.1d0,0,1,10.98d0,0,1,1.24d0,1.29d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.51d0,3.0d0,0,1,1,15.68d0,0,0,1,5.0d0,1.04d0,0.97278535d0,0.9796831d0,14.1d0,-7.6d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.5,0,0,14.491035d0,14.545505d0,0.04d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,68.0d0,67.0d0,5.72d0,1785.0d0,0,100.0d0,8.42d0,2,2,2,2.27d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.74d0,62.6d0,2.2d0,0,1,10.76d0,0,1,1.24d0,1.29d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.51d0,3.0d0,0,1,1,15.68d0,0,0,1,5.5d0,1.04d0,0.97278535d0,0.9796831d0,14.2d0,-7.4d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.6,0,0,14.491035d0,14.545505d0,0.0d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,68.0d0,70.0d0,5.72d0,1790.0d0,0,100.0d0,8.5d0,2,2,2,2.27d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.63d0,62.6d0,2.2d0,0,1,10.6d0,0,1,1.24d0,1.29d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.51d0,3.0d0,0,1,1,15.68d0,0,0,1,6.0d0,1.04d0,0.97278535d0,0.9796831d0,14.2d0,-7.2d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.7,0,0,14.491035d0,14.545505d0,0.01d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,2,195.8d0,50.25714d0,69.0d0,68.0d0,5.72d0,1810.0d0,0,100.0d0,8.52d0,2,2,2,2.27d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.57d0,62.6d0,2.2d0,0,1,10.48d0,0,1,1.24d0,1.29d0,14.5d0,0.99d0,0.95316535d0,0.95898604d0,2.49d0,3.0d0,0,1,1,15.68d0,0,0,1,6.0d0,1.03d0,0.97278535d0,0.9796831d0,14.1d0,-7.0d0,1.16d0,42.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.8,0,0,14.491035d0,14.545505d0,0.03d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,71.0d0,68.0d0,5.72d0,1807.0d0,0,100.0d0,8.21d0,2,2,2,2.21d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.69d0,62.6d0,2.2d0,0,1,10.28d0,0,1,1.24d0,1.29d0,14.0d0,0.99d0,0.95316535d0,0.95898604d0,2.49d0,3.0d0,0,1,1,15.29d0,0,0,1,6.5d0,1.04d0,0.97278535d0,0.9796831d0,13.7d0,-6.8d0,1.16d0,43.0d0,1,0
206643_CIVIC HYBRID_2006_PGM-FI_JHMFA36216S002028_19032007_081202.CSV.2.9,0,0,14.491035d0,14.545505d0,-0.01d0,-0.06082281d0,-0.07063295d0,37.541256d0,2.82d0,12.6d0,0,4.21875d0,4.241071d0,4,195.8d0,50.25714d0,68.0d0,69.0d0,5.72d0,1822.0d0,0,100.0d0,8.2d0,2,2,2,2.21d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.16d0,62.6d0,2.2d0,0,1,10.04d0,0,1,1.24d0,1.29d0,14.0d0,0.99d0,0.95316535d0,0.95898604d0,2.45d0,3.0d0,0,1,1,14.12d0,0,0,1,9.0d0,1.04d0,0.97278535d0,0.9796831d0,12.9d0,-6.6d0,1.12d0,43.0d0,1,0
